"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"North Carolina"	"37"	"2009"	"2009"	1112	9449566	11.8	11.6
	"North Carolina"	"37"	"2010"	"2010"	1123	9535483	11.8	11.6
	"North Carolina"	"37"	"2011"	"2011"	1154	9656401	12.0	11.8
	"North Carolina"	"37"	"2012"	"2012"	1175	9752073	12.0	11.8
	"North Carolina"	"37"	"2013"	"2013"	1223	9848060	12.4	12.1
	"North Carolina"	"37"	"2014"	"2014"	1206	9943964	12.1	11.8
	"North Carolina"	"37"	"2015"	"2015"	1289	10042802	12.8	12.5
	"North Carolina"	"37"	"2016"	"2016"	1409	10146788	13.9	13.7
	"North Carolina"	"37"	"2017"	"2017"	1430	10273419	13.9	13.7
	"North Carolina"	"37"	"2018"	"2018"	1416	10383620	13.6	13.3
	"North Carolina"	"37"	"2019"	"2019"	1397	10488084	13.3	13.1
	"North Carolina"	"37"	"2020 "	"2020"	1699	10600823	16.0	16.0
"Total"	"North Carolina"	"37"			26670	205681896	13.0	12.8
	"North Dakota"	"38"	"1999"	"1999"	49	644259	7.6	7.5
	"North Dakota"	"38"	"2000"	"2000"	43	642200	6.7	6.6
	"North Dakota"	"38"	"2001"	"2001"	47	639062	7.4	7.6
	"North Dakota"	"38"	"2002"	"2002"	58	638168	9.1	9.1
	"North Dakota"	"38"	"2003"	"2003"	58	638817	9.1	8.9
	"North Dakota"	"38"	"2004"	"2004"	50	644705	7.8	7.6
	"North Dakota"	"38"	"2005"	"2005"	61	646089	9.4	8.8
	"North Dakota"	"38"	"2006"	"2006"	46	649422	7.1	6.5
	"North Dakota"	"38"	"2007"	"2007"	57	652822	8.7	8.4
	"North Dakota"	"38"	"2008"	"2008"	59	657569	9.0	8.5
	"North Dakota"	"38"	"2009"	"2009"	59	664968	8.9	8.9
	"North Dakota"	"38"	"2010"	"2010"	65	672591	9.7	9.5
	"North Dakota"	"38"	"2011"	"2011"	61	683932	8.9	8.8
	"North Dakota"	"38"	"2012"	"2012"	73	699628	10.4	10.5
	"North Dakota"	"38"	"2013"	"2013"	86	723393	11.9	11.8
	"North Dakota"	"38"	"2014"	"2014"	96	739482	13.0	12.3
	"North Dakota"	"38"	"2015"	"2015"	92	756927	12.2	12.8
	"North Dakota"	"38"	"2016"	"2016"	90	757952	11.9	11.9
	"North Dakota"	"38"	"2017"	"2017"	103	755393	13.6	13.2
	"North Dakota"	"38"	"2018"	"2018"	89	760077	11.7	11.5
	"North Dakota"	"38"	"2019"	"2019"	93	762062	12.2	12.4
	"North Dakota"	"38"	"2020 "	"2020"	100	765309	13.1	13.8
"Total"	"North Dakota"	"38"			1535	15194827	10.1	10.0
	"Ohio"	"39"	"1999"	"1999"	939	11335454	8.3	8.2
	"Ohio"	"39"	"2000"	"2000"	890	11353140	7.8	7.8
	"Ohio"	"39"	"2001"	"2001"	1029	11387404	9.0	9.0
	"Ohio"	"39"	"2002"	"2002"	1069	11407889	9.4	9.3
	"Ohio"	"39"	"2003"	"2003"	934	11434788	8.2	8.1
	"Ohio"	"39"	"2004"	"2004"	1036	11452251	9.0	9.0
	"Ohio"	"39"	"2005"	"2005"	1116	11463320	9.7	9.6
	"Ohio"	"39"	"2006"	"2006"	1114	11481213	9.7	9.7
	"Ohio"	"39"	"2007"	"2007"	1105	11500468	9.6	9.6
	"Ohio"	"39"	"2008"	"2008"	1115	11515391	9.7	9.7
	"Ohio"	"39"	"2009"	"2009"	991	11528896	8.6	8.5
	"Ohio"	"39"	"2010"	"2010"	1148	11536504	10.0	9.9
	"Ohio"	"39"	"2011"	"2011"	1227	11544951	10.6	10.5
	"Ohio"	"39"	"2012"	"2012"	1263	11544225	10.9	10.9
	"Ohio"	"39"	"2013"	"2013"	1289	11570808	11.1	11.0
	"Ohio"	"39"	"2014"	"2014"	1211	11594163	10.4	10.3
	"Ohio"	"39"	"2015"	"2015"	1397	11613423	12.0	11.9
	"Ohio"	"39"	"2016"	"2016"	1524	11614373	13.1	12.9
	"Ohio"	"39"	"2017"	"2017"	1589	11658609	13.6	13.7
	"Ohio"	"39"	"2018"	"2018"	1555	11689442	13.3	13.1
	"Ohio"	"39"	"2019"	"2019"	1578	11689100	13.5	13.3
	"Ohio"	"39"	"2020 "	"2020"	1764	11693217	15.1	15.2
"Total"	"Ohio"	"39"			26883	253609029	10.6	10.5
	"Oklahoma"	"40"	"1999"	"1999"	509	3437147	14.8	14.8
	"Oklahoma"	"40"	"2000"	"2000"	454	3450654	13.2	13.2
	"Oklahoma"	"40"	"2001"	"2001"	489	3467100	14.1	14.0
	"Oklahoma"	"40"	"2002"	"2002"	452	3489080	13.0	12.9
	"Oklahoma"	"40"	"2003"	"2003"	449	3504892	12.8	12.8
	"Oklahoma"	"40"	"2004"	"2004"	457	3525233	13.0	12.9
	"Oklahoma"	"40"	"2005"	"2005"	468	3548597	13.2	13.2
	"Oklahoma"	"40"	"2006"	"2006"	482	3594090	13.4	13.4
	"Oklahoma"	"40"	"2007"	"2007"	482	3634349	13.3	13.2
	"Oklahoma"	"40"	"2008"	"2008"	513	3668976	14.0	14.0
	"Oklahoma"	"40"	"2009"	"2009"	533	3717572	14.3	14.4
	"Oklahoma"	"40"	"2010"	"2010"	538	3751351	14.3	14.4
	"Oklahoma"	"40"	"2011"	"2011"	628	3791508	16.6	16.6
	"Oklahoma"	"40"	"2012"	"2012"	619	3814820	16.2	16.3
	"Oklahoma"	"40"	"2013"	"2013"	632	3850568	16.4	16.5
	"Oklahoma"	"40"	"2014"	"2014"	611	3878051	15.8	15.7
	"Oklahoma"	"40"	"2015"	"2015"	706	3911338	18.1	18.0
	"Oklahoma"	"40"	"2016"	"2016"	766	3923561	19.5	19.6
	"Oklahoma"	"40"	"2017"	"2017"	681	3930864	17.3	17.2
	"Oklahoma"	"40"	"2018"	"2018"	665	3943079	16.9	16.8
	"Oklahoma"	"40"	"2019"	"2019"	737	3956971	18.6	18.6
	"Oklahoma"	"40"	"2020 "	"2020"	826	3980783	20.7	20.7
"Total"	"Oklahoma"	"40"			12697	81770584	15.5	15.5
	"Oregon"	"41"	"1999"	"1999"	389	3393941	11.5	11.3
	"Oregon"	"41"	"2000"	"2000"	378	3421399	11.0	10.8
	"Oregon"	"41"	"2001"	"2001"	358	3467937	10.3	10.2
	"Oregon"	"41"	"2002"	"2002"	374	3513424	10.6	10.5
	"Oregon"	"41"	"2003"	"2003"	395	3547376	11.1	10.7
	"Oregon"	"41"	"2004"	"2004"	385	3569463	10.8	10.4
	"Oregon"	"41"	"2005"	"2005"	402	3613202	11.1	10.7
	"Oregon"	"41"	"2006"	"2006"	384	3670883	10.5	10.2
	"Oregon"	"41"	"2007"	"2007"	387	3722417	10.4	9.9
	"Oregon"	"41"	"2008"	"2008"	385	3768748	10.2	9.7
	"Oregon"	"41"	"2009"	"2009"	417	3808600	10.9	10.4
	"Oregon"	"41"	"2010"	"2010"	458	3831074	12.0	11.4
	"Oregon"	"41"	"2011"	"2011"	420	3871859	10.8	10.5
	"Oregon"	"41"	"2012"	"2012"	443	3899353	11.4	10.8
	"Oregon"	"41"	"2013"	"2013"	462	3930065	11.8	11.0
	"Oregon"	"41"	"2014"	"2014"	497	3970239	12.5	11.7
	"Oregon"	"41"	"2015"	"2015"	486	4028977	12.1	11.4
	"Oregon"	"41"	"2016"	"2016"	513	4093465	12.5	11.9
	"Oregon"	"41"	"2017"	"2017"	528	4142776	12.7	12.1
	"Oregon"	"41"	"2018"	"2018"	519	4190713	12.4	11.7
	"Oregon"	"41"	"2019"	"2019"	566	4217737	13.4	12.6
	"Oregon"	"41"	"2020 "	"2020"	592	4241507	14.0	13.0
"Total"	"Oregon"	"41"			9738	83915155	11.6	11.1
	"Pennsylvania"	"42"	"1999"	"1999"	1190	12263805	9.7	9.7
	"Pennsylvania"	"42"	"2000"	"2000"	1256	12281054	10.2	10.1
	"Pennsylvania"	"42"	"2001"	"2001"	1172	12298970	9.5	9.5
	"Pennsylvania"	"42"	"2002"	"2002"	1220	12331031	9.9	9.9
	"Pennsylvania"	"42"	"2003"	"2003"	1230	12374658	9.9	9.9
	"Pennsylvania"	"42"	"2004"	"2004"	1270	12410722	10.2	10.2
	"Pennsylvania"	"42"	"2005"	"2005"	1352	12449990	10.9	10.8
	"Pennsylvania"	"42"	"2006"	"2006"	1371	12510809	11.0	10.9
	"Pennsylvania"	"42"	"2007"	"2007"	1325	12563937	10.5	10.5
	"Pennsylvania"	"42"	"2008"	"2008"	1345	12612285	10.7	10.5
	"Pennsylvania"	"42"	"2009"	"2009"	1349	12666858	10.6	10.4
	"Pennsylvania"	"42"	"2010"	"2010"	1307	12702379	10.3	10.1
	"Pennsylvania"	"42"	"2011"	"2011"	1438	12742886	11.3	11.1
	"Pennsylvania"	"42"	"2012"	"2012"	1453	12763536	11.4	11.2
	"Pennsylvania"	"42"	"2013"	"2013"	1451	12773801	11.4	11.2
	"Pennsylvania"	"42"	"2014"	"2014"	1390	12787209	10.9	10.5
	"Pennsylvania"	"42"	"2015"	"2015"	1485	12802503	11.6	11.4
	"Pennsylvania"	"42"	"2016"	"2016"	1555	12784227	12.2	12.0
	"Pennsylvania"	"42"	"2017"	"2017"	1636	12805537	12.8	12.5
	"Pennsylvania"	"42"	"2018"	"2018"	1654	12807060	12.9	12.5
	"Pennsylvania"	"42"	"2019"	"2019"	1541	12801989	12.0	11.7
	"Pennsylvania"	"42"	"2020 "	"2020"	1752	12783254	13.7	13.6
"Total"	"Pennsylvania"	"42"			30742	277318500	11.1	10.9
	"Rhode Island"	"44"	"1999"	"1999"	56	1040402	5.4	5.3
	"Rhode Island"	"44"	"2000"	"2000"	54	1048319	5.2	5.1
	"Rhode Island"	"44"	"2001"	"2001"	46	1057142	4.4	4.3
	"Rhode Island"	"44"	"2002"	"2002"	55	1065995	5.2	5.1
	"Rhode Island"	"44"	"2003"	"2003"	35	1071342	3.3	3.1
	"Rhode Island"	"44"	"2004"	"2004"	41	1074579	3.8	3.6
	"Rhode Island"	"44"	"2005"	"2005"	39	1067916	3.7	3.6
	"Rhode Island"	"44"	"2006"	"2006"	47	1063096	4.4	4.2
	"Rhode Island"	"44"	"2007"	"2007"	37	1057315	3.5	3.4
	"Rhode Island"	"44"	"2008"	"2008"	44	1055003	4.2	3.9
	"Rhode Island"	"44"	"2009"	"2009"	56	1053646	5.3	5.0
	"Rhode Island"	"44"	"2010"	"2010"	49	1052567	4.7	4.6
	"Rhode Island"	"44"	"2011"	"2011"	33	1051302	3.1	3.0
	"Rhode Island"	"44"	"2012"	"2012"	42	1050292	4.0	4.1
	"Rhode Island"	"44"	"2013"	"2013"	56	1051511	5.3	5.3
	"Rhode Island"	"44"	"2014"	"2014"	34	1055173	3.2	3.0
	"Rhode Island"	"44"	"2015"	"2015"	51	1056298	4.8	4.7
	"Rhode Island"	"44"	"2016"	"2016"	49	1056426	4.6	4.1
	"Rhode Island"	"44"	"2017"	"2017"	43	1059639	4.1	3.9
	"Rhode Island"	"44"	"2018"	"2018"	37	1057315	3.5	3.3
	"Rhode Island"	"44"	"2019"	"2019"	48	1059361	4.5	4.6
	"Rhode Island"	"44"	"2020 "	"2020"	54	1057125	5.1	5.1
"Total"	"Rhode Island"	"44"			1006	23261764	4.3	4.2
	"South Carolina"	"45"	"1999"	"1999"	552	3974682	13.9	13.8
	"South Carolina"	"45"	"2000"	"2000"	499	4012012	12.4	12.4
	"South Carolina"	"45"	"2001"	"2001"	564	4064995	13.9	13.8
	"South Carolina"	"45"	"2002"	"2002"	566	4107795	13.8	13.8
	"South Carolina"	"45"	"2003"	"2003"	593	4150297	14.3	14.2
	"South Carolina"	"45"	"2004"	"2004"	574	4210921	13.6	13.5
	"South Carolina"	"45"	"2005"	"2005"	589	4270150	13.8	13.8
	"South Carolina"	"45"	"2006"	"2006"	616	4357847	14.1	13.9
	"South Carolina"	"45"	"2007"	"2007"	592	4444110	13.3	13.1
	"South Carolina"	"45"	"2008"	"2008"	615	4528996	13.6	13.3
	"South Carolina"	"45"	"2009"	"2009"	634	4589872	13.8	13.5
	"South Carolina"	"45"	"2010"	"2010"	648	4625364	14.0	14.0
	"South Carolina"	"45"	"2011"	"2011"	705	4679230	15.1	14.8
	"South Carolina"	"45"	"2012"	"2012"	743	4723723	15.7	15.3
	"South Carolina"	"45"	"2013"	"2013"	745	4774839	15.6	15.2
	"South Carolina"	"45"	"2014"	"2014"	767	4832482	15.9	15.5
	"South Carolina"	"45"	"2015"	"2015"	850	4896146	17.4	17.3
	"South Carolina"	"45"	"2016"	"2016"	891	4961119	18.0	17.7
	"South Carolina"	"45"	"2017"	"2017"	893	5024369	17.8	17.7
	"South Carolina"	"45"	"2018"	"2018"	895	5084127	17.6	17.6
	"South Carolina"	"45"	"2019"	"2019"	1012	5148714	19.7	19.9
	"South Carolina"	"45"	"2020 "	"2020"	1131	5218040	21.7	22.0
"Total"	"South Carolina"	"45"			15674	100679830	15.6	15.4
	"South Dakota"	"46"	"1999"	"1999"	73	750412	9.7	9.7
	"South Dakota"	"46"	"2000"	"2000"	56	754844	7.4	7.5
	"South Dakota"	"46"	"2001"	"2001"	54	757972	7.1	7.1
	"South Dakota"	"46"	"2002"	"2002"	61	760020	8.0	7.9
	"South Dakota"	"46"	"2003"	"2003"	76	763729	10.0	9.9
	"South Dakota"	"46"	"2004"	"2004"	77	770396	10.0	10.0
	"South Dakota"	"46"	"2005"	"2005"	82	775493	10.6	10.2
	"South Dakota"	"46"	"2006"	"2006"	77	783033	9.8	9.7
	"South Dakota"	"46"	"2007"	"2007"	52	791623	6.6	6.2
	"South Dakota"	"46"	"2008"	"2008"	83	799124	10.4	10.6
	"South Dakota"	"46"	"2009"	"2009"	75	807067	9.3	9.4
	"South Dakota"	"46"	"2010"	"2010"	75	814180	9.2	9.2
	"South Dakota"	"46"	"2011"	"2011"	71	824082	8.6	8.4
	"South Dakota"	"46"	"2012"	"2012"	84	833354	10.1	9.5
	"South Dakota"	"46"	"2013"	"2013"	80	844877	9.5	10.0
	"South Dakota"	"46"	"2014"	"2014"	89	853175	10.4	10.3
	"South Dakota"	"46"	"2015"	"2015"	96	858469	11.2	11.1
	"South Dakota"	"46"	"2016"	"2016"	108	865454	12.5	13.4
	"South Dakota"	"46"	"2017"	"2017"	101	869666	11.6	11.9
	"South Dakota"	"46"	"2018"	"2018"	117	882235	13.3	13.6
	"South Dakota"	"46"	"2019"	"2019"	113	884659	12.8	13.1
	"South Dakota"	"46"	"2020 "	"2020"	120	892717	13.4	13.6
"Total"	"South Dakota"	"46"			1820	17936581	10.1	10.2
	"Tennessee"	"47"	"1999"	"1999"	848	5638706	15.0	14.8
	"Tennessee"	"47"	"2000"	"2000"	898	5689283	15.8	15.7
	"Tennessee"	"47"	"2001"	"2001"	845	5750789	14.7	14.5
	"Tennessee"	"47"	"2002"	"2002"	905	5795918	15.6	15.5
	"Tennessee"	"47"	"2003"	"2003"	837	5847812	14.3	14.2
	"Tennessee"	"47"	"2004"	"2004"	869	5910809	14.7	14.6
	"Tennessee"	"47"	"2005"	"2005"	976	5991057	16.3	16.0
	"Tennessee"	"47"	"2006"	"2006"	943	6088766	15.5	15.3
	"Tennessee"	"47"	"2007"	"2007"	924	6175727	15.0	14.8
	"Tennessee"	"47"	"2008"	"2008"	985	6247411	15.8	15.5
	"Tennessee"	"47"	"2009"	"2009"	966	6306019	15.3	15.1
	"Tennessee"	"47"	"2010"	"2010"	932	6346105	14.7	14.4
	"Tennessee"	"47"	"2011"	"2011"	948	6403353	14.8	14.4
	"Tennessee"	"47"	"2012"	"2012"	995	6456243	15.4	15.0
	"Tennessee"	"47"	"2013"	"2013"	1030	6495978	15.9	15.4
	"Tennessee"	"47"	"2014"	"2014"	1016	6549352	15.5	15.1
	"Tennessee"	"47"	"2015"	"2015"	1075	6600299	16.3	16.0
	"Tennessee"	"47"	"2016"	"2016"	1148	6651194	17.3	17.1
	"Tennessee"	"47"	"2017"	"2017"	1246	6715984	18.6	18.4
	"Tennessee"	"47"	"2018"	"2018"	1228	6770010	18.1	17.8
	"Tennessee"	"47"	"2019"	"2019"	1270	6829174	18.6	18.4
	"Tennessee"	"47"	"2020 "	"2020"	1473	6886834	21.4	21.3
"Total"	"Tennessee"	"47"			22357	138146823	16.2	15.9
	"Texas"	"48"	"1999"	"1999"	2117	20558220	10.3	10.5
	"Texas"	"48"	"2000"	"2000"	2168	20851820	10.4	10.6
	"Texas"	"48"	"2001"	"2001"	2350	21319622	11.0	11.2
	"Texas"	"48"	"2002"	"2002"	2301	21690325	10.6	10.9
	"Texas"	"48"	"2003"	"2003"	2432	22030931	11.0	11.2
	"Texas"	"48"	"2004"	"2004"	2342	22394023	10.5	10.7
	"Texas"	"48"	"2005"	"2005"	2490	22778123	10.9	11.1
	"Texas"	"48"	"2006"	"2006"	2422	23359580	10.4	10.5
	"Texas"	"48"	"2007"	"2007"	2561	23831983	10.7	10.9
	"Texas"	"48"	"2008"	"2008"	2598	24309039	10.7	10.8
	"Texas"	"48"	"2009"	"2009"	2691	24801761	10.9	11.0
	"Texas"	"48"	"2010"	"2010"	2714	25145561	10.8	11.0
	"Texas"	"48"	"2011"	"2011"	2599	25674681	10.1	10.3
	"Texas"	"48"	"2012"	"2012"	2743	26059203	10.5	10.7
	"Texas"	"48"	"2013"	"2013"	2778	26448193	10.5	10.6
	"Texas"	"48"	"2014"	"2014"	2848	26956958	10.6	10.7
	"Texas"	"48"	"2015"	"2015"	3203	27469114	11.7	11.7
	"Texas"	"48"	"2016"	"2016"	3353	27862596	12.0	12.1
	"Texas"	"48"	"2017"	"2017"	3513	28304596	12.4	12.4
	"Texas"	"48"	"2018"	"2018"	3522	28701845	12.3	12.2
	"Texas"	"48"	"2019"	"2019"	3683	28995881	12.7	12.7
	"Texas"	"48"	"2020 "	"2020"	4164	29360759	14.2	14.2
"Total"	"Texas"	"48"			61592	548904814	11.2	11.3
	"Utah"	"49"	"1999"	"1999"	192	2203482	8.7	9.4
	"Utah"	"49"	"2000"	"2000"	193	2233169	8.6	9.9
	"Utah"	"49"	"2001"	"2001"	229	2283715	10.0	11.0
	"Utah"	"49"	"2002"	"2002"	207	2324815	8.9	9.7
	"Utah"	"49"	"2003"	"2003"	230	2360137	9.7	10.5
	"Utah"	"49"	"2004"	"2004"	225	2401580	9.4	10.2
	"Utah"	"49"	"2005"	"2005"	227	2457719	9.2	10.1
	"Utah"	"49"	"2006"	"2006"	224	2525507	8.9	9.8
	"Utah"	"49"	"2007"	"2007"	253	2597746	9.7	10.7
	"Utah"	"49"	"2008"	"2008"	238	2663029	8.9	9.7
	"Utah"	"49"	"2009"	"2009"	260	2723421	9.5	10.4
	"Utah"	"49"	"2010"	"2010"	314	2763885	11.4	12.2
	"Utah"	"49"	"2011"	"2011"	308	2817222	10.9	12.1
	"Utah"	"49"	"2012"	"2012"	324	2855287	11.3	12.4
	"Utah"	"49"	"2013"	"2013"	339	2900872	11.7	12.6
	"Utah"	"49"	"2014"	"2014"	337	2942902	11.5	12.3
	"Utah"	"49"	"2015"	"2015"	367	2995919	12.2	12.8
	"Utah"	"49"	"2016"	"2016"	370	3051217	12.1	12.9
	"Utah"	"49"	"2017"	"2017"	410	3101833	13.2	14.0
	"Utah"	"49"	"2018"	"2018"	397	3161105	12.6	13.2
	"Utah"	"49"	"2019"	"2019"	394	3205958	12.3	12.8
	"Utah"	"49"	"2020 "	"2020"	429	3249879	13.2	13.6
"Total"	"Utah"	"49"			6467	59820399	10.8	11.7
	"Vermont"	"50"	"1999"	"1999"	57	604683	9.4	9.3
	"Vermont"	"50"	"2000"	"2000"	55	608827	9.0	8.8
	"Vermont"	"50"	"2001"	"2001"	51	612223	8.3	8.1
	"Vermont"	"50"	"2002"	"2002"	62	615442	10.1	9.7
	"Vermont"	"50"	"2003"	"2003"	48	617858	7.8	7.6
	"Vermont"	"50"	"2004"	"2004"	61	619920	9.8	9.5
	"Vermont"	"50"	"2005"	"2005"	44	621215	7.1	6.8
	"Vermont"	"50"	"2006"	"2006"	54	622892	8.7	8.1
	"Vermont"	"50"	"2007"	"2007"	52	623481	8.3	8.2
	"Vermont"	"50"	"2008"	"2008"	54	624151	8.7	8.1
	"Vermont"	"50"	"2009"	"2009"	60	624817	9.6	8.9
	"Vermont"	"50"	"2010"	"2010"	70	625741	11.2	10.3
	"Vermont"	"50"	"2011"	"2011"	78	626431	12.5	11.7
	"Vermont"	"50"	"2012"	"2012"	56	626011	8.9	8.7
	"Vermont"	"50"	"2013"	"2013"	65	626630	10.4	9.2
	"Vermont"	"50"	"2014"	"2014"	69	626562	11.0	10.3
	"Vermont"	"50"	"2015"	"2015"	70	626042	11.2	9.6
	"Vermont"	"50"	"2016"	"2016"	78	624594	12.5	11.1
	"Vermont"	"50"	"2017"	"2017"	70	623657	11.2	11.7
	"Vermont"	"50"	"2018"	"2018"	82	626299	13.1	12.8
	"Vermont"	"50"	"2019"	"2019"	67	623989	10.7	9.3
	"Vermont"	"50"	"2020 "	"2020"	76	623347	12.2	11.6
"Total"	"Vermont"	"50"			1379	13674812	10.1	9.5
	"Virginia"	"51"	"1999"	"1999"	823	7000174	11.8	11.7
	"Virginia"	"51"	"2000"	"2000"	794	7078515	11.2	11.1
	"Virginia"	"51"	"2001"	"2001"	771	7198362	10.7	10.6
	"Virginia"	"51"	"2002"	"2002"	806	7286873	11.1	11.0
	"Virginia"	"51"	"2003"	"2003"	811	7366977	11.0	10.9
	"Virginia"	"51"	"2004"	"2004"	817	7475575	10.9	10.9
	"Virginia"	"51"	"2005"	"2005"	888	7577105	11.7	11.5
	"Virginia"	"51"	"2006"	"2006"	816	7673725	10.6	10.4
	"Virginia"	"51"	"2007"	"2007"	825	7751000	10.6	10.4
	"Virginia"	"51"	"2008"	"2008"	817	7833496	10.4	10.2
	"Virginia"	"51"	"2009"	"2009"	836	7925937	10.5	10.3
	"Virginia"	"51"	"2010"	"2010"	875	8001024	10.9	10.8
	"Virginia"	"51"	"2011"	"2011"	868	8096604	10.7	10.5
	"Virginia"	"51"	"2012"	"2012"	840	8185867	10.3	10.1
	"Virginia"	"51"	"2013"	"2013"	864	8260405	10.5	10.2
	"Virginia"	"51"	"2014"	"2014"	889	8326289	10.7	10.3
	"Virginia"	"51"	"2015"	"2015"	946	8382993	11.3	10.9
	"Virginia"	"51"	"2016"	"2016"	1049	8411808	12.5	12.1
	"Virginia"	"51"	"2017"	"2017"	1041	8470020	12.3	11.9
	"Virginia"	"51"	"2018"	"2018"	1035	8517685	12.2	11.8
	"Virginia"	"51"	"2019"	"2019"	1025	8535519	12.0	11.7
	"Virginia"	"51"	"2020 "	"2020"	1174	8590563	13.7	13.4
"Total"	"Virginia"	"51"			19610	173946516	11.3	11.0
	"Washington"	"53"	"1999"	"1999"	585	5842564	10.0	10.1
	"Washington"	"53"	"2000"	"2000"	523	5894121	8.9	8.9
	"Washington"	"53"	"2001"	"2001"	510	5985722	8.5	8.6
	"Washington"	"53"	"2002"	"2002"	568	6052349	9.4	9.4
	"Washington"	"53"	"2003"	"2003"	565	6104115	9.3	9.2
	"Washington"	"53"	"2004"	"2004"	569	6178645	9.2	9.2
	"Washington"	"53"	"2005"	"2005"	567	6257305	9.1	8.8
	"Washington"	"53"	"2006"	"2006"	546	6370753	8.6	8.4
	"Washington"	"53"	"2007"	"2007"	548	6461587	8.5	8.3
	"Washington"	"53"	"2008"	"2008"	587	6562231	8.9	8.7
	"Washington"	"53"	"2009"	"2009"	623	6667426	9.3	9.1
	"Washington"	"53"	"2010"	"2010"	609	6724540	9.1	8.9
	"Washington"	"53"	"2011"	"2011"	624	6830038	9.1	8.8
	"Washington"	"53"	"2012"	"2012"	681	6897012	9.9	9.6
	"Washington"	"53"	"2013"	"2013"	632	6971406	9.1	8.7
	"Washington"	"53"	"2014"	"2014"	702	7061530	9.9	9.7
	"Washington"	"53"	"2015"	"2015"	718	7170351	10.0	9.8
	"Washington"	"53"	"2016"	"2016"	686	7288000	9.4	9.0
	"Washington"	"53"	"2017"	"2017"	849	7405743	11.5	11.1
	"Washington"	"53"	"2018"	"2018"	809	7535591	10.7	10.4
	"Washington"	"53"	"2019"	"2019"	842	7614893	11.1	10.7
	"Washington"	"53"	"2020 "	"2020"	864	7693612	11.2	10.9
"Total"	"Washington"	"53"			14207	147569534	9.6	9.4
	"West Virginia"	"54"	"1999"	"1999"	250	1811799	13.8	13.3
	"West Virginia"	"54"	"2000"	"2000"	242	1808344	13.4	13.0
	"West Virginia"	"54"	"2001"	"2001"	251	1801481	13.9	13.1
	"West Virginia"	"54"	"2002"	"2002"	271	1805414	15.0	14.8
	"West Virginia"	"54"	"2003"	"2003"	265	1812295	14.6	14.1
	"West Virginia"	"54"	"2004"	"2004"	253	1816438	13.9	13.6
	"West Virginia"	"54"	"2005"	"2005"	261	1820492	14.3	13.8
	"West Virginia"	"54"	"2006"	"2006"	253	1827912	13.8	13.2
	"West Virginia"	"54"	"2007"	"2007"	267	1834052	14.6	14.1
	"West Virginia"	"54"	"2008"	"2008"	239	1840310	13.0	12.6
	"West Virginia"	"54"	"2009"	"2009"	251	1847775	13.6	13.1
	"West Virginia"	"54"	"2010"	"2010"	273	1852994	14.7	14.1
	"West Virginia"	"54"	"2011"	"2011"	278	1855364	15.0	14.5
	"West Virginia"	"54"	"2012"	"2012"	278	1855413	15.0	14.9
	"West Virginia"	"54"	"2013"	"2013"	280	1854304	15.1	14.3
	"West Virginia"	"54"	"2014"	"2014"	286	1850326	15.5	14.6
	"West Virginia"	"54"	"2015"	"2015"	278	1844128	15.1	14.0
	"West Virginia"	"54"	"2016"	"2016"	332	1831102	18.1	17.5
	"West Virginia"	"54"	"2017"	"2017"	348	1815857	19.2	18.6
	"West Virginia"	"54"	"2018"	"2018"	343	1805832	19.0	18.2
	"West Virginia"	"54"	"2019"	"2019"	300	1792147	16.7	16.6
	"West Virginia"	"54"	"2020 "	"2020"	325	1784787	18.2	18.1
"Total"	"West Virginia"	"54"			6124	40168566	15.2	14.7
	"Wisconsin"	"55"	"1999"	"1999"	448	5332666	8.4	8.3
	"Wisconsin"	"55"	"2000"	"2000"	432	5363675	8.1	8.0
	"Wisconsin"	"55"	"2001"	"2001"	475	5406835	8.8	8.7
	"Wisconsin"	"55"	"2002"	"2002"	446	5445162	8.2	8.1
	"Wisconsin"	"55"	"2003"	"2003"	468	5479203	8.5	8.4
	"Wisconsin"	"55"	"2004"	"2004"	413	5514026	7.5	7.4
	"Wisconsin"	"55"	"2005"	"2005"	474	5546166	8.5	8.5
	"Wisconsin"	"55"	"2006"	"2006"	424	5577655	7.6	7.6
	"Wisconsin"	"55"	"2007"	"2007"	488	5610775	8.7	8.6
	"Wisconsin"	"55"	"2008"	"2008"	443	5640996	7.9	7.7
	"Wisconsin"	"55"	"2009"	"2009"	457	5669264	8.1	7.9
	"Wisconsin"	"55"	"2010"	"2010"	501	5686986	8.8	8.6
	"Wisconsin"	"55"	"2011"	"2011"	445	5711767	7.8	7.7
	"Wisconsin"	"55"	"2012"	"2012"	483	5726398	8.4	8.3
	"Wisconsin"	"55"	"2013"	"2013"	570	5742713	9.9	9.7
	"Wisconsin"	"55"	"2014"	"2014"	487	5757564	8.5	8.2
	"Wisconsin"	"55"	"2015"	"2015"	613	5771337	10.6	10.4
	"Wisconsin"	"55"	"2016"	"2016"	664	5778708	11.5	11.4
	"Wisconsin"	"55"	"2017"	"2017"	624	5795483	10.8	10.6
	"Wisconsin"	"55"	"2018"	"2018"	598	5813568	10.3	10.1
	"Wisconsin"	"55"	"2019"	"2019"	604	5822434	10.4	10.0
	"Wisconsin"	"55"	"2020 "	"2020"	717	5832655	12.3	12.2
"Total"	"Wisconsin"	"55"			11274	124026036	9.1	8.9
